id gender height weight age
2635 M 187 74 45
2636 M 171 71 37
2637 M 173 69 31
2638 M 181 86 25
2639 F 163 47 32
2640 F 165 46 38
2641 M 188 77 27
2642 M 164 87 42
2643 F 171 46 30
2644 M 180 83 34
2645 M 169 84 47
2646 M 185 87 44
2647 M 166 84 43
2648 M 164 62 30
2649 M 173 76 48
2650 M 183 67 32
2651 M 181 63 36
2652 M 160 78 36
2653 M 181 85 26
2654 M 180 82 37
2655 F 155 49 32
2656 M 185 77 49
2657 M 170 65 38
2658 F 155 49 22
2659 F 170 48 35
2660 M 186 70 32
2661 M 176 75 29
2662 M 180 78 49
2663 M 188 86 37
2664 M 178 76 45
2665 M 186 72 38
2666 F 167 47 32
2667 F 155 49 29
2668 M 176 88 34
2669 M 168 70 37
2670 M 167 77 44
2671 M 163 78 29
2672 F 159 47 24
2673 M 176 80 28
2674 M 168 72 35
2675 F 156 47 38
2676 M 169 87 40
2677 M 161 62 43
2678 F 162 45 28
2679 F 173 46 38
2680 M 164 76 31
2681 M 179 65 39
2682 M 171 81 38
2683 F 170 45 34
2684 M 175 69 32
2685 M 184 78 42
2686 M 169 71 44
2687 M 167 66 25
2688 M 172 64 34
2689 F 159 49 32
2690 M 181 68 26
2691 M 167 86 25
2692 M 178 82 27
2693 F 156 45 26
2694 M 186 85 30
2695 M 184 62 47
2696 M 162 88 35
2697 M 168 75 36
2698 M 172 79 25
2699 F 165 48 35
2700 M 179 77 32
2701 M 165 72 37
2702 M 183 82 27
2703 M 171 81 41
2704 M 184 86 45
2705 F 158 49 26
2706 M 163 84 33
2707 F 168 45 28
2708 M 176 82 40
2709 M 163 89 45
2710 F 166 48 34
2711 F 160 49 33
2712 M 166 84 49
2713 M 174 81 41
2714 M 167 83 37
2715 M 184 67 30
2716 M 165 79 34
2717 M 180 80 28
2718 M 175 77 47
2719 M 175 66 41
2720 M 166 88 48
2721 M 177 84 40
2722 F 166 48 26
2723 M 172 70 48
2724 M 166 72 43
2725 M 182 77 36
2726 M 177 74 30
2727 M 179 81 36
2728 M 167 65 37
2729 F 167 47 35
2730 F 157 45 36
2731 M 177 81 27
2732 F 157 49 27
2733 F 161 46 25
2734 M 185 85 31
2735 M 173 80 47
2736 M 172 83 48
2737 M 188 72 37
2738 M 185 82 46
2739 M 164 87 33
2740 M 173 85 42
2741 M 167 68 32
2742 F 166 48 27
2743 M 165 84 32
2744 M 174 76 36
2745 M 185 74 26
2746 M 188 62 42
2747 F 173 48 25
2748 M 169 68 42
2749 F 162 47 32
2750 M 177 70 36
2751 M 189 65 37
2752 M 160 74 45
2753 M 183 76 47
2754 M 163 88 31
2755 M 164 80 34
2756 M 162 64 25
2757 M 174 88 42
2758 M 187 77 38
2759 M 184 61 49
2760 M 173 86 27
2761 M 179 67 49
2762 M 175 62 33
2763 F 174 48 31
2764 M 165 89 26
2765 M 173 71 28
2766 M 165 66 31
2767 M 186 78 27
2768 M 169 67 31
2769 M 183 81 42
2770 M 164 67 44
2771 F 165 46 28
2772 M 184 71 38
2773 M 175 73 36
2774 F 162 45 29
2775 M 176 60 41
2776 F 167 46 38
2777 M 174 86 34
2778 F 155 49 31
2779 F 159 47 24
2780 M 166 83 32
2781 F 164 48 20
2782 F 169 48 22
2783 F 174 46 29
2784 M 162 60 25
2785 M 189 79 34
2786 M 189 89 42
2787 F 168 49 27
2788 F 173 48 27
2789 F 166 47 35
2790 M 182 79 44
2791 M 170 76 30
2792 M 173 72 46
2793 F 169 46 31
2794 M 173 74 26
2795 M 180 80 34
2796 M 185 77 38
2797 M 189 86 39
2798 M 168 77 33
2799 F 172 46 20
2800 M 172 80 28
2801 F 155 45 20
2802 M 164 70 43
2803 M 183 69 39
2804 M 178 82 42
2805 M 163 67 48
2806 M 189 77 30
2807 F 166 48 31
2808 F 160 46 36
2809 F 164 47 31
2810 M 171 82 26
2811 F 161 49 22
2812 M 168 65 46
2813 M 185 88 32
2814 M 160 63 42
2815 M 163 87 32
2816 M 163 63 30
2817 M 173 87 30
2818 F 161 46 29
2819 M 173 82 48
2820 M 186 73 44
2821 M 185 86 33
2822 F 159 46 32
2823 M 170 71 34
2824 M 174 73 34
2825 M 165 76 29
2826 F 173 46 32
2827 M 162 76 40
2828 M 164 77 42
2829 F 161 48 31
2830 M 182 74 43
2831 F 170 45 36
2832 M 168 64 38
2833 M 162 66 26
2834 M 188 84 29
2835 M 163 60 43
2836 M 178 68 33
2837 M 163 83 30
2838 M 180 81 38
2839 M 188 82 44
2840 M 177 66 45
2841 F 160 47 32
2842 M 168 68 34
2843 M 164 82 42
2844 M 162 70 27
2845 F 157 46 21
2846 F 166 46 34
2847 M 174 66 38
2848 F 170 48 38
2849 M 173 82 40
2850 M 179 64 39
2851 M 164 67 29
2852 M 171 67 40
2853 F 164 47 26
2854 F 169 47 25
2855 F 167 49 21
2856 F 156 49 23
2857 M 184 84 45
2858 M 171 74 37
2859 M 185 69 39
2860 M 188 61 45
2861 F 172 47 25
2862 M 161 88 26
2863 M 178 66 36
2864 M 180 73 43
2865 M 171 68 42
2866 M 173 77 48
2867 M 186 89 30
2868 M 180 64 46
2869 F 170 47 32
2870 M 186 88 41
2871 F 170 49 36
2872 F 166 49 22
2873 M 165 83 33
2874 F 163 45 30
2875 M 166 84 48
2876 M 174 80 25
2877 F 168 46 30
2878 F 162 49 26
2879 M 172 63 42
2880 M 182 89 32
2881 M 183 74 38
2882 F 161 46 21
2883 M 174 87 37
2884 F 170 48 24
2885 F 155 45 35
2886 M 180 86 29
2887 M 177 81 34
2888 M 181 76 26
2889 F 156 49 23
2890 F 169 48 28
2891 F 168 49 22
2892 M 169 65 31
2893 M 163 71 26
2894 M 163 65 46
2895 M 165 74 30
2896 M 164 81 39
2897 F 160 46 20
2898 F 161 48 27
2899 M 177 69 44
2900 F 160 48 24
2901 F 165 45 24
2902 M 189 69 30
2903 M 167 64 37
2904 M 186 88 37
2905 M 185 60 47
2906 M 184 84 45
2907 F 163 48 35
2908 M 162 78 49
2909 M 176 81 32
2910 M 170 87 28
2911 M 175 68 42
2912 M 172 68 30
2913 M 183 75 48
2914 M 182 65 40
2915 F 155 45 33
2916 M 166 83 30
2917 F 155 46 23
2918 F 160 47 37
2919 F 168 45 22
2920 F 167 48 33
2921 F 156 48 24
2922 M 165 85 33
2923 M 166 64 39
2924 M 183 72 40
2925 M 168 87 46
2926 M 165 78 46
2927 F 171 45 27
2928 M 167 73 43
2929 F 160 46 28
2930 M 187 73 26
2931 F 165 49 37
2932 F 158 47 34
2933 M 179 87 43
2934 M 176 76 49
2935 M 175 84 37
2936 M 177 73 39
2937 M 171 82 26
2938 M 186 60 48
2939 M 168 85 33
2940 F 167 46 36
2941 M 185 79 49
2942 F 170 48 31
2943 M 188 60 45
2944 M 187 64 28
2945 M 177 70 32
2946 M 184 73 30
2947 M 172 64 35
2948 M 174 60 31
2949 M 172 81 49
2950 M 167 88 32
2951 M 177 73 36
2952 M 161 89 42
2953 M 181 79 26
2954 M 180 70 38
2955 M 172 74 49
2956 M 165 77 40
2957 M 169 82 42
2958 M 175 86 41
2959 F 159 49 26
2960 M 168 85 25
2961 M 163 85 40
2962 F 166 48 21
2963 M 180 69 42
2964 F 157 46 20
2965 M 168 75 46
2966 M 179 81 36
2967 M 170 86 37
2968 M 179 86 32
2969 M 173 69 42
2970 M 167 68 25
2971 M 175 89 49
2972 F 172 46 29
2973 M 161 62 38
2974 M 173 69 38
2975 F 159 48 35
2976 M 176 60 47
2977 M 186 88 44
2978 M 180 70 47
2979 M 181 79 38
2980 F 166 45 38
2981 M 179 86 42
2982 F 171 48 39
2983 M 183 89 26
2984 F 172 49 34
2985 F 164 48 36
2986 F 160 45 27
2987 M 171 68 26
2988 M 174 72 48
2989 M 172 69 30
2990 M 161 75 48
2991 M 175 89 27
2992 M 172 82 30
2993 F 172 45 22
2994 M 181 63 32
2995 M 179 64 45
2996 M 187 80 33
2997 F 158 47 27
2998 M 188 68 31
2999 M 185 82 45
3000 M 182 69 32
3001 M 174 67 44
3002 F 169 49 27
3003 F 166 48 30
3004 M 177 63 34
3005 F 170 45 35
3006 M 187 62 41
3007 M 168 78 43
3008 M 165 68 39
3009 M 166 83 43
3010 F 156 45 39
3011 M 179 65 35
3012 M 173 84 48
3013 M 167 86 47
3014 M 164 86 42
3015 F 167 45 25
3016 M 167 70 40
3017 M 177 89 47
3018 M 164 70 45
3019 M 181 83 43
3020 F 159 47 39
3021 F 173 49 20
3022 M 184 82 32
3023 M 164 70 49
3024 M 178 63 48
3025 M 167 70 45
3026 M 160 86 32
3027 M 170 83 32
3028 F 165 46 37
3029 M 180 69 33
3030 F 156 45 21
3031 M 171 81 39
3032 F 170 46 21
3033 M 179 64 45
3034 F 162 46 22
3035 F 172 49 23
3036 M 170 70 43
3037 M 165 71 35
3038 M 165 83 26
3039 M 165 76 33
3040 M 169 77 27
3041 F 174 46 29
3042 M 182 79 35
3043 M 179 76 39
3044 M 161 75 28
3045 F 169 47 26
3046 M 169 88 35
3047 M 186 78 37
3048 M 170 62 27
3049 F 159 48 28
3050 M 167 86 44
3051 M 163 68 26
3052 M 164 60 47
3053 M 162 72 32
3054 M 160 84 44
3055 M 165 72 36
3056 M 181 62 36
3057 M 179 63 49
3058 M 178 62 47
3059 M 177 73 27
3060 M 166 69 31
3061 M 187 61 31
3062 M 189 86 28
3063 M 187 83 28
3064 M 187 88 35
3065 M 168 79 36
3066 F 160 45 21
3067 F 170 45 20
3068 M 170 75 42
3069 M 186 62 38
3070 M 169 60 30
3071 M 173 74 45
3072 M 175 72 36
3073 M 172 78 31
3074 F 171 48 34
3075 F 172 47 21
3076 M 173 89 36
3077 M 187 88 43
3078 M 168 74 41
3079 F 164 47 26
3080 M 188 68 26
3081 F 167 45 38
3082 M 182 87 39
3083 M 179 69 48
3084 M 163 80 39
3085 F 167 46 25
3086 F 168 46 25
3087 M 180 84 36
3088 F 161 45 31
3089 M 165 71 49
3090 M 179 60 41
3091 M 175 75 38
3092 M 188 85 29
3093 M 186 68 39
3094 M 161 65 36
3095 M 189 74 25
3096 M 181 61 29
3097 F 163 46 22
3098 M 187 68 37
3099 F 160 46 23
3100 M 167 66 39
3101 M 164 77 35
3102 F 164 48 22
3103 F 156 49 39
3104 F 167 45 20
3105 M 161 74 33
3106 M 177 74 38
3107 M 178 80 28
3108 F 166 47 37
3109 M 183 64 40
3110 F 171 47 36
3111 M 164 73 33
3112 M 176 63 44
3113 M 161 88 35
3114 M 175 83 48
3115 M 172 64 38
3116 M 181 78 32
3117 F 155 47 22
3118 M 176 83 26
3119 M 172 60 45
3120 M 187 89 25
3121 M 164 63 30
3122 F 164 49 39
3123 M 181 71 29
3124 F 172 46 32
3125 M 172 71 43
3126 M 182 84 38
3127 M 162 71 37
3128 M 170 67 48
3129 M 179 72 46
3130 M 180 69 42
3131 F 171 46 38
3132 M 184 61 30
3133 M 180 75 25
3134 M 172 80 29
3135 M 183 67 40
3136 F 168 48 33
3137 M 188 68 39
3138 M 187 79 49
3139 M 187 77 31
3140 F 156 47 27
3141 M 174 75 30
3142 F 172 48 35
3143 M 171 64 36
3144 M 183 77 27
3145 M 170 84 38
3146 M 166 87 27
3147 F 161 48 34
3148 M 171 76 39
3149 F 162 48 36
3150 M 175 82 38
3151 M 161 89 26
3152 M 187 83 33
3153 M 186 85 49
3154 M 187 64 43
3155 M 183 68 41
3156 F 173 46 32
3157 M 172 71 45
3158 M 164 79 46
3159 M 180 86 45
3160 M 184 76 45
3161 F 170 49 26
3162 M 184 60 48
3163 M 170 66 40
3164 F 174 46 39
3165 M 177 73 29
3166 F 168 48 26
3167 M 180 71 48
3168 M 164 60 45
3169 M 171 86 44
3170 M 174 61 31
3171 F 169 45 33
3172 M 175 86 28
3173 M 179 80 40
3174 M 161 73 31
3175 M 184 77 32
3176 F 165 45 27
3177 F 171 45 37
3178 M 187 63 29
3179 M 172 77 40
3180 F 155 47 37
3181 M 166 83 26
3182 M 184 80 42
3183 M 161 69 48
3184 M 177 76 29
3185 F 156 48 21
3186 F 156 47 36
3187 F 156 46 26
3188 F 158 46 24
3189 F 157 45 35
3190 M 164 79 46
3191 M 164 74 29
3192 M 164 67 29
3193 M 183 81 49
3194 M 185 71 41
3195 M 184 71 42
3196 M 184 61 28
3197 F 168 48 32
3198 M 177 60 30
3199 M 162 89 25
3200 M 172 60 32
3201 M 184 74 46
3202 M 177 78 45
3203 M 181 60 36
3204 M 172 85 38
3205 M 183 70 43
3206 M 188 67 49
3207 M 188 72 34
3208 M 188 83 27
3209 M 165 68 38
3210 M 185 77 45
3211 M 176 64 47
3212 M 172 87 49
3213 M 183 67 39
3214 F 165 45 22
3215 M 169 68 37
3216 F 168 45 26
3217 M 188 76 32
3218 F 172 46 26
3219 F 160 46 21
3220 M 171 71 31
3221 F 157 46 36
3222 M 187 77 41
3223 M 170 78 28
3224 F 156 48 21
3225 F 160 45 39
3226 M 188 67 34
3227 M 181 72 32
3228 F 166 47 28
3229 M 160 84 46
3230 M 160 75 33
3231 M 184 60 28
3232 F 169 46 30
3233 F 168 49 37
3234 M 164 85 43
3235 F 171 48 32
3236 F 165 45 22
3237 M 178 77 25
3238 M 160 63 41
3239 M 172 77 46
3240 M 177 61 45
3241 F 160 49 22
3242 M 178 80 44
3243 M 182 66 38
3244 F 158 46 27
3245 F 164 49 24
3246 M 161 73 25
3247 M 188 63 25
3248 M 160 65 32
3249 F 160 46 31
3250 M 164 73 45
3251 M 169 73 45
3252 M 186 88 42
3253 F 161 46 30
3254 F 166 49 34
3255 M 171 62 45
3256 M 188 72 41
3257 M 187 87 44
3258 F 165 45 32
3259 M 171 70 41
3260 M 174 66 37
3261 M 177 79 28
3262 M 172 70 28
3263 F 173 46 33
3264 F 172 48 39
3265 M 185 87 41
3266 M 183 86 26
3267 M 181 77 34
3268 F 170 48 29
3269 M 180 62 29
3270 M 176 71 34
3271 F 155 49 22
3272 M 180 76 42
3273 M 187 71 25
3274 M 172 73 42
3275 M 178 73 47
3276 F 172 48 23
3277 M 175 75 41
3278 F 162 49 25
3279 M 164 67 42
3280 F 170 47 28
3281 F 161 49 33
3282 F 162 49 22
3283 M 189 64 42
3284 M 176 79 45
3285 M 168 70 26
3286 M 178 64 26
3287 F 160 45 35
3288 M 186 70 33
3289 F 165 48 28
3290 M 162 77 49
3291 M 184 66 46
3292 F 158 47 37
3293 M 169 66 35
3294 F 174 46 31
3295 M 165 82 40
3296 F 165 49 24
3297 M 160 75 43
3298 M 165 86 32
3299 M 184 76 39
3300 M 181 79 29
3301 F 163 47 28
3302 M 182 74 36
3303 F 157 45 39
3304 M 170 66 37
3305 M 172 78 32
3306 M 178 79 48
3307 M 162 62 29
3308 F 161 48 25
3309 M 167 73 25
3310 M 174 84 40
3311 M 169 62 36
3312 M 161 72 28
3313 M 184 70 36
3314 F 160 48 20
3315 F 172 48 32
3316 F 164 49 35
3317 F 157 45 27
3318 F 160 47 39
3319 F 164 48 29
3320 M 164 80 28
3321 M 185 81 28
3322 M 175 70 44
3323 M 164 69 40
3324 M 164 83 42
3325 M 188 78 28
3326 M 180 64 36
3327 M 179 87 38
3328 M 183 74 39
3329 F 161 48 36
3330 F 164 47 36
3331 M 183 80 26
3332 M 164 69 42
3333 F 156 45 32
3334 F 158 46 27
3335 M 185 63 33
3336 F 155 45 36
3337 M 162 65 44
3338 M 163 63 36
3339 F 171 46 32
3340 M 171 87 47
3341 F 158 45 32
3342 M 175 88 48
3343 M 160 69 28
3344 F 170 49 24
3345 M 186 79 39
3346 M 174 80 28
3347 M 171 76 44
3348 M 188 85 39
3349 M 175 65 25
3350 M 163 64 42
3351 M 163 87 43
3352 F 155 47 26
3353 M 174 77 25
3354 M 163 80 45
3355 F 168 48 33
3356 M 184 62 37
3357 M 179 60 48
3358 M 183 69 25
3359 M 161 65 46
3360 M 167 80 49
3361 M 171 69 34
3362 M 172 72 29
3363 M 161 70 41
3364 M 175 70 41
3365 M 167 80 35
3366 M 163 86 47
3367 F 174 47 29
3368 M 169 69 43
3369 F 174 47 28
3370 F 164 47 33
3371 M 164 86 45
3372 M 170 85 41
3373 F 169 46 22
3374 M 163 75 33
3375 F 160 49 21
3376 F 169 45 24
3377 M 176 80 46
3378 F 168 45 36
3379 F 172 46 22
3380 M 169 72 37
3381 M 187 69 25
3382 M 172 68 42
3383 M 184 88 33
3384 M 177 79 35
3385 M 173 84 41
3386 M 165 68 37
3387 M 167 64 47
3388 F 172 48 26
3389 M 164 86 46
3390 M 176 65 35
3391 M 170 76 29
3392 M 182 85 41
3393 M 186 67 36
3394 F 172 48 33
3395 M 185 66 29
3396 M 172 64 31
3397 F 174 49 25
3398 M 172 66 27
3399 M 160 74 30
3400 M 186 86 27
3401 M 164 81 43
3402 M 169 82 27
3403 M 188 75 33
3404 F 160 45 24
3405 M 181 67 40
3406 F 170 47 35
3407 M 174 89 47
3408 M 167 84 28
3409 M 174 72 44
3410 M 189 86 49
3411 F 163 49 35
3412 F 156 48 31
3413 M 179 61 40
3414 M 182 79 31
3415 M 181 78 49
3416 F 161 48 20
3417 M 167 65 42
3418 F 171 45 34
3419 F 173 45 23
3420 F 156 46 33
3421 M 178 85 33
3422 M 188 84 32
3423 M 185 63 40
3424 M 188 89 26
3425 F 159 46 23
3426 M 164 68 30
3427 M 179 63 30
3428 M 183 79 44
3429 M 169 88 32
3430 M 163 75 48
3431 M 179 83 31
3432 M 162 61 38
3433 M 167 78 30
3434 M 180 68 30
3435 M 184 74 46
3436 M 188 63 26
3437 F 157 46 24
3438 F 168 47 25
3439 M 178 65 28
3440 F 155 49 24
3441 F 170 45 32
3442 M 170 80 33
3443 M 176 76 36
3444 M 189 68 45
3445 M 178 78 33
3446 M 177 69 39
3447 M 161 65 27
3448 M 186 75 44
3449 F 174 48 21
3450 M 160 85 49
3451 M 184 84 33
3452 M 171 68 39
3453 M 176 78 28
3454 M 161 67 28
3455 M 165 69 39
3456 F 162 48 34
3457 M 161 78 41
3458 M 177 68 45
3459 M 166 84 25
3460 M 160 60 29
3461 M 167 80 27
3462 M 168 65 33
3463 F 157 45 34
3464 M 171 72 44
3465 F 157 48 24
3466 F 174 47 35
3467 M 174 74 27
3468 M 181 67 44
3469 M 160 61 40
3470 F 166 49 31
3471 M 173 86 28
3472 M 176 77 29
3473 M 164 67 26
3474 M 163 73 32
3475 F 169 47 23
3476 F 169 47 20
3477 M 172 75 40
3478 F 164 48 23
3479 M 185 79 36
3480 M 170 75 42
3481 F 174 48 35
3482 M 168 78 33
3483 M 185 70 47
3484 M 174 72 29
3485 M 186 81 31
3486 M 187 88 27
3487 F 172 46 32
3488 M 183 78 39
3489 M 174 82 48
3490 F 168 45 32
3491 M 162 82 25
3492 M 187 67 33
3493 F 172 46 37
3494 M 181 72 38
3495 F 161 48 32
3496 M 184 60 35
3497 M 178 81 46
3498 M 189 69 32
3499 M 180 73 39
3500 M 173 65 31
3501 M 177 77 39
3502 M 181 63 45
3503 M 178 78 40
3504 F 163 45 31
3505 M 161 88 44
3506 F 156 46 26
3507 F 157 46 22
3508 M 161 69 30
3509 M 166 72 39
3510 M 160 72 37
3511 M 186 85 29
3512 F 173 48 31
3513 M 179 82 31
3514 F 166 45 35
3515 M 172 77 25
3516 F 173 48 27
3517 M 164 67 33
3518 M 188 74 43
3519 F 169 45 27
3520 F 156 47 20
3521 M 163 68 35
3522 M 165 89 49
3523 M 188 86 29
3524 M 183 78 28
3525 M 167 88 38
3526 M 188 82 46
3527 M 165 69 43
3528 M 170 86 43
3529 M 161 83 49
3530 M 176 88 37
3531 M 164 84 34
3532 M 180 62 35
3533 M 189 70 46
3534 F 169 49 24
3535 F 166 49 20
3536 M 169 80 28
3537 M 176 78 29
3538 F 156 48 24
3539 M 173 66 32
3540 M 170 64 47
3541 F 170 46 21
3542 M 176 81 37
3543 F 156 49 32
3544 M 181 83 36
3545 F 164 49 25
3546 M 161 85 45
3547 M 168 76 32
3548 M 186 67 38
3549 M 183 81 27
3550 M 165 67 31
3551 M 181 60 44
3552 M 181 82 36
3553 M 184 84 30
3554 M 176 88 31
3555 M 180 60 35
3556 M 188 87 43
3557 M 189 77 39
3558 F 158 46 31
3559 M 174 76 41
3560 F 162 49 26
3561 F 174 46 36
3562 M 166 79 42
3563 M 176 66 35
3564 F 163 48 28
3565 M 186 85 31
3566 F 168 49 28
3567 M 162 79 47
3568 F 161 45 32
3569 M 186 78 37
3570 M 189 61 34
3571 M 189 76 33
3572 M 168 66 48
3573 F 162 46 36
3574 M 162 83 30
3575 F 168 45 25
3576 M 160 79 42
3577 M 162 61 46
3578 M 169 76 37
3579 M 173 77 45
3580 M 178 75 47
3581 F 161 45 38
3582 M 161 77 47
3583 M 161 78 34
3584 F 159 46 29
3585 M 172 62 35
3586 M 161 77 45
3587 M 171 85 45
3588 M 168 70 43
3589 M 175 72 40
3590 F 158 45 39
3591 M 161 73 45
3592 M 186 77 43
3593 M 180 85 47
3594 M 164 65 47
3595 F 164 46 31
3596 M 175 60 43
3597 F 171 48 38
3598 F 170 49 23
3599 F 155 48 35
3600 M 163 65 37
3601 M 183 71 47
3602 F 172 48 22
3603 M 174 63 36
3604 M 161 74 44
3605 M 180 88 43
3606 F 163 47 35
3607 M 167 85 37
3608 F 165 46 39
3609 M 173 74 27
3610 M 172 66 32
3611 M 162 84 42
3612 M 170 72 49
3613 M 169 82 48
3614 M 171 76 41
3615 M 181 89 33
3616 F 172 45 21
3617 F 173 47 29
3618 F 165 46 27
3619 M 177 79 31
3620 F 168 48 28
3621 M 189 64 25
3622 M 171 82 43
3623 F 172 46 27
3624 M 162 60 32
3625 M 174 63 27
3626 M 174 61 25
3627 M 189 74 39
3628 M 183 82 28
3629 M 181 73 49
3630 M 169 70 28
3631 M 177 84 41
3632 M 169 62 35
3633 M 179 89 26
3634 M 182 89 29
3635 F 166 48 39
3636 F 166 45 20
3637 M 163 62 35
3638 F 172 47 32
3639 M 161 63 48
3640 F 155 47 36
3641 F 169 46 35
3642 M 174 64 27
3643 M 168 86 26
3644 M 171 83 33
3645 M 181 78 40
3646 F 170 49 30
3647 M 186 72 29
3648 M 170 81 26
3649 M 162 65 48
3650 F 157 46 27
3651 F 155 48 36
3652 M 175 73 34
3653 M 163 65 27
3654 F 156 47 30
3655 F 166 45 22
3656 M 160 73 46
3657 M 185 78 41
3658 M 160 84 34
3659 M 167 65 31
3660 F 172 47 39
3661 M 165 85 49
3662 M 172 86 45
3663 M 167 76 45
3664 F 174 49 36
3665 M 187 88 46
3666 M 184 65 35
3667 F 161 47 26
3668 F 160 49 35
3669 F 173 48 36
3670 M 171 71 31
3671 M 186 72 26
3672 F 157 48 36
3673 M 161 76 49
3674 M 182 79 40
3675 M 181 82 44
3676 F 172 46 20
3677 M 173 81 49
3678 M 187 67 44
3679 M 164 84 35
3680 F 165 46 26
3681 M 182 72 32
3682 F 155 45 22
3683 F 161 48 35
3684 M 188 82 37
3685 F 171 47 29
3686 M 175 75 37
3687 F 159 46 33
3688 M 169 72 49
3689 M 186 82 41
3690 M 180 67 44
3691 F 170 49 33
3692 F 172 46 36
3693 F 161 46 39
3694 M 185 76 29
3695 M 167 88 49
3696 F 173 45 31
3697 M 176 82 40
3698 M 163 73 42
3699 M 168 83 34
3700 M 175 74 46
3701 F 159 47 34
3702 M 168 83 29
3703 F 169 46 29
3704 M 163 83 40
3705 F 173 45 35
3706 M 185 84 25
3707 M 168 86 47
3708 M 170 69 27
3709 F 172 48 22
3710 M 189 79 45
3711 M 180 63 43
3712 F 169 47 31
3713 F 170 45 37
3714 F 171 47 34
3715 F 172 45 39
3716 M 180 64 31
3717 M 186 76 42
3718 M 179 76 44
3719 F 164 46 30
3720 M 164 70 26
3721 F 170 45 26
3722 M 187 67 48
3723 M 180 62 35
3724 M 189 81 25
3725 F 173 45 35
3726 F 160 45 26
3727 M 172 60 26
3728 M 163 74 28
3729 M 160 67 38
3730 F 174 47 22
3731 M 163 89 38
3732 F 169 47 31
3733 M 188 76 30
3734 M 163 87 36
3735 M 174 61 39
3736 M 169 62 29
3737 F 171 45 34
3738 M 168 89 41
3739 M 161 72 29
3740 M 178 89 45
3741 M 163 71 31
3742 M 174 62 30
3743 M 188 79 42
3744 M 187 64 34
3745 F 168 49 30
3746 F 169 47 24
3747 M 161 66 42
3748 M 186 72 28
3749 M 182 84 34
3750 M 187 79 40
3751 F 156 47 38
3752 F 155 47 22
3753 M 176 60 39
3754 M 164 89 27
3755 F 165 46 32
3756 F 156 48 38
3757 M 170 60 35
3758 M 167 63 34
3759 M 189 87 39
3760 M 164 62 49
3761 F 162 45 20
3762 M 171 81 28
3763 M 187 89 45
3764 M 175 86 34
3765 M 168 70 26
3766 M 164 73 30
3767 F 167 49 22
3768 M 188 61 30
3769 M 188 77 26
3770 M 183 89 25
3771 M 180 64 25
3772 M 175 87 49
3773 M 172 86 31
3774 M 187 82 35
3775 M 163 73 43
3776 M 160 87 43
3777 M 162 84 44
3778 M 161 63 43
3779 M 164 69 32
3780 F 169 48 28
3781 M 177 60 29
3782 M 166 67 27
3783 M 175 62 25
3784 M 187 84 43
3785 F 167 45 22
3786 M 178 78 31
3787 M 189 84 48
3788 M 173 70 26
3789 M 170 68 43
3790 M 181 73 37
3791 F 174 49 20
3792 F 163 49 39
3793 M 180 66 48
3794 M 184 85 47
3795 M 176 74 39
3796 M 160 61 42
3797 F 166 47 28
3798 M 165 82 43
3799 M 187 72 38
3800 F 155 45 38
3801 F 173 45 27
3802 M 168 62 29
3803 M 187 73 39
3804 F 158 46 28
3805 M 161 60 46
3806 M 183 65 47
3807 M 173 61 47
3808 M 162 82 34
3809 M 183 88 42
3810 F 172 48 34
3811 M 188 66 35
3812 F 171 49 31
3813 M 181 74 47
3814 M 180 70 37
3815 M 172 64 31
3816 M 174 61 28
3817 M 173 70 31
3818 M 167 81 47
3819 M 183 66 48
3820 M 167 80 41
3821 F 166 48 35
3822 M 179 79 26
3823 M 164 67 38
3824 F 167 47 36
3825 M 175 77 44
3826 M 179 71 32
3827 M 174 66 38
3828 F 168 47 26
3829 M 179 83 34
3830 M 188 76 36
3831 M 176 86 42
3832 M 178 80 44
3833 M 179 87 47
3834 M 173 69 32
3835 M 176 78 37
3836 M 164 71 47
3837 F 171 48 39
3838 M 186 75 36
3839 M 165 70 32
3840 M 170 74 47
3841 F 155 48 26
3842 M 172 82 37
3843 M 173 79 39
3844 M 173 70 27
3845 M 166 62 31
3846 M 181 61 49
3847 F 166 46 35
3848 M 174 71 39
3849 F 168 47 22
3850 M 160 75 49
3851 M 162 66 42
3852 M 184 77 48
3853 F 171 47 25
3854 F 157 46 31
3855 M 178 78 28
3856 F 160 45 24
3857 M 184 89 32
3858 F 163 49 24
3859 M 188 86 35
3860 M 161 82 27
3861 M 187 69 29
3862 M 165 74 27
3863 F 165 46 26
3864 M 164 66 38
3865 F 158 49 37
3866 M 175 64 29
3867 M 177 79 40
3868 M 183 88 33
3869 M 170 73 25
3870 M 176 71 40
3871 F 169 49 33
3872 F 167 47 36
3873 M 172 69 42
3874 M 174 74 29
3875 M 181 89 46
3876 M 181 70 26
3877 F 156 49 29
3878 M 164 60 32
3879 F 165 46 26
3880 M 162 69 31
3881 M 180 89 49
3882 M 184 63 30
3883 M 164 81 40
3884 F 167 45 25
3885 F 162 49 28
3886 M 168 77 48
3887 F 155 45 35
3888 F 173 46 26
3889 F 161 45 28
3890 M 168 89 45
3891 M 168 88 27
3892 M 176 73 44
3893 M 174 84 29
3894 M 181 60 25
3895 M 183 82 33
3896 M 168 66 38
3897 M 180 61 31
3898 F 161 46 34
3899 M 178 82 33
3900 F 155 46 24
3901 M 180 71 26
3902 F 156 45 23
3903 M 183 83 48
3904 M 167 86 36
3905 M 166 65 29
3906 M 187 80 46
